ID_cliente,Nombre,Apellido,Edad,Provincia,Ocupacion,Saldo_cuenta,Limite_credito,Tiene_tarjeta,Producto_principal,Fecha_alta,Nivel_satisfaccion
249,Lucía,Pérez,58,Chubut,Estudiante,117667.45,,False,Cuenta corriente,2020-07-07,5.0
250,Juan,Gómez,62,Chubut,Empresario,203369.11,180939.96,False,Cuenta corriente,2015-03-05,5.0
251,Ana,Fernández,32,Tucumán,Desempleado,87805.09,140636.08,True,Plazo fijo,2017-02-06,
252,Lucía,Pérez,20,Santa Fe,Estudiante,91107.71,,True,Tarjeta de crédito,2016-07-13,6.0
253,Sofía,Fernández,28,Salta,Empresario,56368.32,142072.69,True,Cuenta corriente,2019-09-30,10.0
254,Ana,Romero,70,Córdoba,Desempleado,124067.7,179330.82,True,Plazo fijo,2016-10-31,4.0
255,Lucía,Martínez,63,Neuquén,Empleado,66450.83,,False,Plazo fijo,2019-03-23,1.0
256,Pedro,Sánchez,47,Tucumán,Jubilado,151075.09,161223.04,False,Tarjeta de crédito,2018-06-25,3.0
257,Luis,Pérez,74,Salta,Empresario,67120.97,90560.13,False,Cuenta corriente,2021-08-12,9.0
258,Pedro,Romero,57,Tucumán,Estudiante,117089.57,133745.17,True,Cuenta corriente,2022-08-23,10.0
259,Luis,García,35,Buenos Aires,Empresario,97682.79,169002.29,True,Cuenta corriente,2016-09-09,7.0
260,María,Romero,68,Córdoba,Estudiante,177755.58,184648.59,False,Caja de ahorro,2020-06-17,
261,María,Gómez,65,Buenos Aires,Empresario,120473.97,170282.86,True,Cuenta corriente,2018-01-26,1.0
262,María,Gómez,19,Córdoba,Estudiante,169350.37,139935.7,True,Préstamo personal,2018-07-15,9.0
263,Sofía,Sánchez,49,Salta,Desempleado,105431.18,184340.62,False,Caja de ahorro,2017-12-19,9.0
264,Pedro,Romero,25,Mendoza,Empleado,91462.98,124377.4,False,Caja de ahorro,2021-12-22,1.0
265,Luis,Rodríguez,39,Tucumán,Desempleado,98090.46,157385.96,False,Caja de ahorro,2021-09-24,6.0
266,Lucía,Martínez,23,Tucumán,Empleado,61429.54,179991.5,True,Caja de ahorro,2018-03-09,
267,Juan,Gómez,29,Santa Fe,Desempleado,126583.44,173065.43,False,Plazo fijo,2020-04-16,2.0
268,Lucía,Sánchez,64,Neuquén,Desempleado,65482.08,173963.8,False,Préstamo personal,2018-09-13,10.0
269,Juan,Martínez,74,Buenos Aires,Empresario,105623.15,172956.6,False,Tarjeta de crédito,2016-04-08,8.0
270,Carlos,Romero,57,Tucumán,Jubilado,142760.1,108052.24,True,Cuenta corriente,2022-07-12,
271,Lucía,Romero,53,Salta,Estudiante,179177.45,150702.3,True,Caja de ahorro,2019-07-19,6.0
272,Ana,Díaz,32,Mendoza,Estudiante,108143.0,113630.18,False,Tarjeta de crédito,2020-05-02,9.0
273,Ana,Sánchez,45,Neuquén,Estudiante,143060.35,138421.04,False,Plazo fijo,2021-01-19,3.0
274,Diego,Gómez,69,Salta,Empleado,137094.39,103246.4,True,Tarjeta de crédito,2015-03-01,2.0
275,Pedro,Rodríguez,74,Buenos Aires,,80881.15,163798.67,True,Caja de ahorro,2015-11-29,2.0
276,Juan,Romero,66,Santa Fe,Estudiante,,71393.93,False,Préstamo personal,2015-03-17,6.0
277,Juan,Rodríguez,62,Tucumán,Empresario,71187.89,174691.25,True,Tarjeta de crédito,2019-11-14,7.0
278,Pedro,Romero,35,Salta,Desempleado,,150613.91,False,Caja de ahorro,2021-06-22,6.0
279,Sofía,Gómez,19,Neuquén,Estudiante,172705.99,226086.39,False,Caja de ahorro,2015-07-09,3.0
280,Diego,Martínez,30,Córdoba,Jubilado,171472.91,141815.99,True,Cuenta corriente,2020-03-27,5.0
281,Sofía,López,62,Mendoza,,100716.02,141804.13,False,Cuenta corriente,2015-10-23,8.0
282,Sofía,Martínez,71,Neuquén,Empleado,,177301.29,False,Préstamo personal,2021-12-23,
283,Sofía,Romero,32,Salta,Empleado,,144140.29,True,Cuenta corriente,2015-06-26,
284,Pedro,Fernández,37,Mendoza,Empleado,75566.06,160993.31,False,Préstamo personal,2017-03-10,7.0
285,Sofía,López,46,Tucumán,Estudiante,39360.55,189776.0,True,Plazo fijo,2017-03-16,8.0
286,Ana,López,76,Córdoba,Empresario,136194.07,139299.41,False,Plazo fijo,2022-12-17,4.0
287,María,Rodríguez,59,Santa Fe,,141461.05,197810.41,False,Cuenta corriente,2019-10-09,1.0
288,Carlos,Sánchez,46,Neuquén,Estudiante,71605.54,,True,Plazo fijo,2015-08-03,2.0
289,Juan,Rodríguez,20,Santa Fe,Empresario,113405.0,214139.2,True,Tarjeta de crédito,2020-02-23,4.0
290,Juan,Rodríguez,36,Córdoba,,232549.42,78473.36,True,Tarjeta de crédito,2022-05-24,7.0
291,Carlos,Fernández,20,Mendoza,Estudiante,157334.12,204087.49,True,Tarjeta de crédito,2016-08-19,2.0
292,Pedro,Martínez,71,Tucumán,Estudiante,54925.8,75341.5,True,Plazo fijo,2019-09-14,6.0
293,Lucía,Martínez,31,Salta,Empresario,150078.11,229223.36,True,Tarjeta de crédito,2018-09-17,2.0
294,Pedro,García,57,Córdoba,Empresario,55156.91,156435.05,False,Préstamo personal,2015-05-08,7.0
295,Juan,Romero,76,Buenos Aires,Empresario,,112204.63,True,Caja de ahorro,2018-07-16,2.0
296,Juan,Fernández,72,Mendoza,Estudiante,,224604.79,False,Cuenta corriente,2022-02-11,3.0
297,Carlos,García,79,Santa Fe,Empresario,178160.07,106445.2,True,Préstamo personal,2019-04-08,
298,Sofía,Gómez,21,Neuquén,Empleado,169872.4,140905.84,False,Tarjeta de crédito,2019-11-13,
299,Pedro,Romero,76,Córdoba,Estudiante,,254188.49,False,Caja de ahorro,2016-09-10,
300,Luis,Romero,77,Santa Fe,Empleado,72913.53,165821.53,True,Cuenta corriente,2021-07-23,9.0
301,Carlos,Díaz,69,Mendoza,Desempleado,124322.48,68959.41,False,Préstamo personal,2015-05-22,7.0
302,Ana,Díaz,28,Santa Fe,Estudiante,86541.99,139068.31,False,Cuenta corriente,2022-10-10,
303,Juan,Pérez,75,Córdoba,Desempleado,74317.22,135529.62,False,Plazo fijo,2015-09-02,3.0
304,Carlos,Pérez,48,Mendoza,Empresario,153100.11,157540.68,True,Tarjeta de crédito,2022-07-13,4.0
305,Pedro,Rodríguez,60,Buenos Aires,Empresario,73698.21,148222.28,True,Préstamo personal,2018-08-06,7.0
306,Juan,Gómez,49,Córdoba,Jubilado,156361.83,171834.02,False,Préstamo personal,2019-09-11,4.0
307,Lucía,López,44,Salta,Empresario,,88877.83,True,Caja de ahorro,2018-02-09,2.0
308,Carlos,López,47,Chubut,Desempleado,202924.6,128083.88,True,Caja de ahorro,2021-03-11,
309,Diego,Díaz,60,Tucumán,Empresario,17968.28,162473.75,False,Caja de ahorro,2020-03-24,6.0
310,Juan,Díaz,19,Córdoba,,52161.53,119514.33,False,Cuenta corriente,2021-02-25,9.0
311,Pedro,Díaz,79,Mendoza,Empresario,92231.61,193837.74,True,Tarjeta de crédito,2021-09-18,2.0
312,María,Fernández,66,Neuquén,Jubilado,797.8,120314.53,True,Cuenta corriente,2016-02-25,1.0
313,Luis,Sánchez,26,Tucumán,Empresario,-28549.31,,True,Tarjeta de crédito,2015-01-07,8.0
314,Marta,Pérez,45,Córdoba,,1229.62,145801.72,False,Préstamo personal,2019-03-29,1.0
315,Sofía,Fernández,48,Buenos Aires,Desempleado,85395.54,109412.77,True,Cuenta corriente,2022-03-24,
316,Marta,Martínez,77,Neuquén,Empresario,86664.5,,True,Cuenta corriente,2021-05-22,3.0
317,Pedro,López,51,Buenos Aires,Desempleado,116649.97,97522.71,True,Cuenta corriente,2016-11-01,5.0
318,Ana,Romero,78,Salta,Desempleado,90149.93,132255.55,False,Plazo fijo,2021-09-02,9.0
319,Ana,Pérez,73,Neuquén,Jubilado,114975.82,151210.97,False,Tarjeta de crédito,2016-02-20,10.0
320,María,García,32,Santa Fe,Estudiante,77489.18,92906.47,False,Tarjeta de crédito,2022-10-02,2.0
321,Sofía,Martínez,65,Chubut,Jubilado,135740.79,174940.07,True,Cuenta corriente,2017-10-03,1.0
322,Diego,Pérez,42,Neuquén,Empleado,129715.5,160414.99,True,Plazo fijo,2019-10-03,1.0
323,María,Fernández,53,Tucumán,Jubilado,83665.37,171280.03,False,Cuenta corriente,2016-03-03,8.0
324,Marta,Gómez,25,Neuquén,Empresario,126650.57,150098.76,True,Tarjeta de crédito,2015-11-30,10.0
325,María,Romero,26,Mendoza,Estudiante,,103972.66,True,Préstamo personal,2021-05-08,10.0
326,Marta,Pérez,75,Chubut,Empresario,23883.7,149997.09,True,Plazo fijo,2021-06-24,10.0
327,Juan,Sánchez,75,Mendoza,Empleado,145224.83,174923.88,False,Plazo fijo,2016-06-10,2.0
328,Ana,Díaz,54,Santa Fe,Estudiante,54659.2,102387.65,True,Cuenta corriente,2022-09-08,9.0
329,Juan,Díaz,65,Neuquén,Desempleado,144691.2,105566.96,True,Préstamo personal,2018-04-10,9.0
330,Luis,Romero,62,Buenos Aires,,116201.34,,False,Tarjeta de crédito,2019-10-20,2.0
331,Sofía,Fernández,79,Buenos Aires,Empresario,95773.88,135146.82,True,Caja de ahorro,2019-07-31,3.0
332,Diego,Díaz,56,Córdoba,Empleado,6150.33,149353.45,False,Tarjeta de crédito,2021-06-26,
333,Marta,Pérez,49,Salta,Desempleado,,138332.08,True,Tarjeta de crédito,2022-08-18,6.0
334,Diego,García,75,Tucumán,Jubilado,81844.31,156399.98,False,Préstamo personal,2019-04-05,7.0
335,Marta,López,69,Chubut,Desempleado,131728.18,198872.72,False,Plazo fijo,2020-07-21,6.0
336,Pedro,López,34,Salta,Jubilado,94301.29,171535.54,True,Tarjeta de crédito,2019-07-13,3.0
337,María,Martínez,52,Neuquén,Estudiante,86428.23,152246.07,True,Plazo fijo,2016-03-29,
338,Luis,Rodríguez,54,Salta,Desempleado,109640.39,105731.54,False,Préstamo personal,2017-01-15,2.0
339,Ana,Gómez,36,Córdoba,Desempleado,101328.61,121120.54,True,Préstamo personal,2020-03-18,2.0
340,Marta,Romero,61,Salta,Desempleado,86650.36,183669.37,False,Cuenta corriente,2017-07-17,5.0
341,Diego,Martínez,46,Chubut,Estudiante,97234.27,131260.58,True,Caja de ahorro,2017-04-27,8.0
342,Luis,Rodríguez,76,Santa Fe,Empleado,121353.23,111289.91,True,Préstamo personal,2017-05-17,6.0
343,Lucía,Fernández,24,Córdoba,Jubilado,124890.96,233921.32,True,Préstamo personal,2017-02-12,9.0
344,Lucía,Sánchez,45,Santa Fe,Desempleado,102167.86,210978.37,True,Plazo fijo,2020-10-31,5.0
345,Juan,Sánchez,26,Neuquén,Estudiante,131046.85,145021.86,False,Préstamo personal,2016-06-26,10.0
346,Ana,Gómez,45,Córdoba,Empleado,,,False,Tarjeta de crédito,2015-11-18,4.0
347,Pedro,Díaz,23,Neuquén,Jubilado,211244.32,178934.35,True,Cuenta corriente,2017-02-24,9.0
348,Diego,Pérez,46,Neuquén,Estudiante,174279.43,,True,Cuenta corriente,2016-06-23,10.0
349,María,Martínez,75,Salta,Jubilado,138122.15,185541.31,True,Tarjeta de crédito,2021-04-18,5.0
350,María,Martínez,34,Santa Fe,Desempleado,2920.98,130437.86,True,Préstamo personal,2022-11-23,1.0
351,Diego,Romero,33,Neuquén,Empleado,130300.96,215815.82,True,Caja de ahorro,2019-11-24,5.0
352,Sofía,Romero,40,Santa Fe,Estudiante,,129250.33,False,Préstamo personal,2016-03-24,
353,Pedro,Sánchez,48,Santa Fe,Empleado,51065.96,244589.34,False,Cuenta corriente,2016-05-04,5.0
354,Luis,Sánchez,20,Córdoba,Desempleado,81895.2,157802.31,True,Caja de ahorro,2020-03-20,2.0
355,Marta,García,38,Mendoza,Empleado,56608.26,205372.23,False,Plazo fijo,2016-04-08,6.0
356,Sofía,García,43,Salta,Empleado,125340.15,128395.99,False,Plazo fijo,2015-11-10,5.0
357,Marta,Díaz,53,Neuquén,Empresario,180799.7,,True,Préstamo personal,2020-05-09,2.0
358,Marta,García,59,Santa Fe,Empleado,141301.44,57751.09,False,Préstamo personal,2016-01-20,10.0
359,Sofía,Pérez,54,Tucumán,Jubilado,238126.26,,False,Caja de ahorro,2015-10-22,8.0
360,Juan,Pérez,70,Mendoza,Estudiante,22319.38,152720.56,False,Caja de ahorro,2018-05-23,6.0
361,Lucía,Martínez,39,Neuquén,Empresario,,100096.98,False,Préstamo personal,2017-01-31,10.0
362,Marta,López,79,Tucumán,Estudiante,52848.74,202728.12,True,Cuenta corriente,2022-09-17,3.0
363,Sofía,Pérez,59,Salta,Estudiante,161468.42,196239.76,False,Plazo fijo,2018-01-03,9.0
364,Sofía,Rodríguez,29,Salta,Desempleado,88972.48,205295.43,False,Caja de ahorro,2021-07-19,4.0
365,Carlos,Sánchez,59,Santa Fe,Desempleado,109475.81,96408.56,False,Cuenta corriente,2019-10-04,3.0
366,Juan,Romero,78,Santa Fe,Empresario,,199856.45,True,Préstamo personal,2020-12-29,7.0
367,Ana,García,30,Chubut,Desempleado,27260.56,165361.68,False,Tarjeta de crédito,2022-07-28,8.0
368,Carlos,Martínez,28,Chubut,Desempleado,68932.55,207104.92,False,Caja de ahorro,2018-05-07,7.0
369,Carlos,Gómez,71,Neuquén,Desempleado,,171709.25,False,Tarjeta de crédito,2020-04-26,1.0
370,Diego,Romero,33,Córdoba,Estudiante,72595.6,156920.62,True,Cuenta corriente,2021-09-19,1.0
371,Lucía,Rodríguez,25,Mendoza,Empresario,14317.85,200399.41,True,Plazo fijo,2015-08-16,
372,Sofía,García,57,Neuquén,Estudiante,,184075.98,True,Cuenta corriente,2016-02-15,8.0
373,Lucía,Rodríguez,76,Mendoza,Jubilado,85686.6,193270.62,True,Plazo fijo,2023-03-19,10.0
374,Pedro,Sánchez,74,Santa Fe,Estudiante,,130478.1,True,Cuenta corriente,2023-01-24,3.0
375,Diego,Sánchez,57,Salta,Jubilado,96459.33,143103.63,False,Caja de ahorro,2016-11-21,8.0
376,Ana,Díaz,62,Santa Fe,Empleado,69289.11,80647.46,True,Caja de ahorro,2017-05-27,
377,Lucía,Martínez,76,Salta,Empleado,146965.67,127595.04,False,Tarjeta de crédito,2017-02-25,4.0
378,María,Romero,19,Chubut,Jubilado,93546.95,181615.74,True,Cuenta corriente,2020-10-10,
379,Marta,Fernández,47,Neuquén,,110470.07,172567.51,True,Cuenta corriente,2018-09-12,7.0
380,Pedro,Fernández,47,Chubut,Estudiante,71952.2,110818.72,True,Tarjeta de crédito,2019-10-06,3.0
381,Juan,Romero,29,Salta,,175447.01,201293.82,False,Préstamo personal,2020-06-09,4.0
382,Ana,Gómez,27,Santa Fe,Empresario,80418.44,268923.01,False,Cuenta corriente,2017-05-28,8.0
383,Pedro,Martínez,61,Chubut,Empleado,103734.64,113891.02,False,Cuenta corriente,2019-05-27,4.0
384,Marta,Rodríguez,28,Buenos Aires,Empleado,151749.97,141764.73,True,Cuenta corriente,2019-06-02,9.0
385,Diego,Gómez,32,Mendoza,Jubilado,114002.11,125136.18,True,Préstamo personal,2021-07-31,4.0
386,Marta,López,33,Tucumán,Desempleado,112754.48,146204.57,True,Caja de ahorro,2015-03-12,4.0
387,Carlos,Romero,34,Salta,,1317.22,160956.24,True,Tarjeta de crédito,2021-04-29,5.0
388,Marta,Rodríguez,43,Salta,Jubilado,134031.75,122106.68,True,Préstamo personal,2015-11-02,1.0
389,Carlos,Fernández,19,Buenos Aires,Empresario,102779.35,138923.21,True,Plazo fijo,2022-02-18,7.0
390,Diego,Pérez,67,Neuquén,Desempleado,127078.26,,False,Plazo fijo,2017-01-31,9.0
391,Luis,Díaz,29,Neuquén,,109160.65,168864.08,False,Préstamo personal,2016-08-10,9.0
392,Carlos,Fernández,68,Neuquén,Empresario,72042.12,208659.72,True,Préstamo personal,2020-10-22,1.0
393,Juan,Martínez,43,Tucumán,Empresario,144715.36,149420.85,False,Caja de ahorro,2020-12-29,6.0
394,Marta,Sánchez,40,Córdoba,Estudiante,109906.33,127526.57,False,Plazo fijo,2019-05-28,3.0
395,Marta,Pérez,35,Buenos Aires,Empresario,,177853.57,False,Tarjeta de crédito,2015-04-12,4.0
396,Juan,Díaz,79,Tucumán,Desempleado,165425.86,166006.92,True,Cuenta corriente,2019-06-18,8.0
397,María,Díaz,49,Chubut,Desempleado,28476.02,142286.9,True,Cuenta corriente,2019-05-24,4.0
398,Sofía,López,66,Buenos Aires,Jubilado,145046.46,169400.67,True,Caja de ahorro,2015-07-12,8.0
399,Luis,López,79,Salta,Jubilado,174346.59,134674.06,True,Caja de ahorro,2017-12-21,4.0
400,Ana,García,55,Mendoza,Empresario,44685.23,128784.64,False,Plazo fijo,2021-09-23,9.0
401,Carlos,Fernández,74,Buenos Aires,Empleado,93861.91,74027.31,True,Tarjeta de crédito,2015-10-27,6.0
402,Juan,Fernández,64,Córdoba,Estudiante,89202.59,136883.08,True,Tarjeta de crédito,2016-03-29,1.0
403,Diego,Fernández,20,Santa Fe,Empleado,91451.44,79499.08,True,Préstamo personal,2022-03-06,10.0
404,Carlos,García,55,Chubut,Empresario,191511.92,124423.85,False,Caja de ahorro,2016-09-10,2.0
405,Sofía,Gómez,20,Tucumán,Empresario,45264.06,,False,Cuenta corriente,2016-09-28,7.0
406,Diego,Díaz,47,Chubut,Empleado,84671.65,89793.21,False,Cuenta corriente,2021-06-06,10.0
407,Pedro,Pérez,78,Chubut,Estudiante,175166.12,,False,Plazo fijo,2017-02-17,7.0
408,Marta,Martínez,18,Buenos Aires,Empleado,83852.56,152618.95,False,Cuenta corriente,2019-01-19,3.0
409,Pedro,Díaz,47,Buenos Aires,Jubilado,53211.01,,True,Tarjeta de crédito,2021-02-27,1.0
410,Carlos,López,62,Córdoba,Desempleado,113150.73,130746.61,False,Tarjeta de crédito,2022-06-14,8.0
411,Sofía,Rodríguez,49,Mendoza,Jubilado,140282.03,163015.55,False,Caja de ahorro,2021-06-07,10.0
412,Luis,Sánchez,45,Buenos Aires,Desempleado,80357.95,168563.97,True,Plazo fijo,2020-08-06,10.0
413,Carlos,García,38,Buenos Aires,Empresario,127718.42,150061.05,True,Cuenta corriente,2019-07-06,
414,Juan,Romero,75,Mendoza,Estudiante,31169.25,132969.56,True,Caja de ahorro,2015-12-03,10.0
415,Lucía,Rodríguez,63,Córdoba,Empleado,33948.65,184589.44,False,Préstamo personal,2020-09-10,8.0
416,Carlos,Martínez,30,Tucumán,Estudiante,77995.69,97570.4,True,Préstamo personal,2020-06-17,1.0
417,Marta,Fernández,44,Chubut,,129500.87,177495.14,False,Cuenta corriente,2020-06-30,
418,Marta,López,53,Tucumán,Jubilado,138074.9,166787.78,True,Cuenta corriente,2019-11-18,2.0
419,Carlos,López,24,Buenos Aires,Jubilado,40899.2,157961.07,False,Cuenta corriente,2022-09-21,1.0
420,Diego,López,39,Mendoza,Empleado,136221.04,149604.18,False,Tarjeta de crédito,2017-12-07,5.0
421,Lucía,Fernández,27,Buenos Aires,Estudiante,108325.35,74401.25,False,Cuenta corriente,2020-07-24,3.0
422,Juan,Romero,56,Neuquén,Empleado,56039.77,205494.09,False,Préstamo personal,2018-06-27,10.0
423,Carlos,García,70,Santa Fe,Empresario,33290.58,,True,Cuenta corriente,2018-06-03,8.0
424,Diego,Rodríguez,32,Tucumán,,111491.16,111544.39,True,Plazo fijo,2018-07-19,6.0
425,Marta,Fernández,32,Neuquén,Empresario,164478.16,180352.39,False,Préstamo personal,2022-06-05,10.0
426,Marta,Martínez,21,Salta,Jubilado,101776.12,157553.59,True,Plazo fijo,2015-11-24,9.0
427,Sofía,García,49,Santa Fe,Jubilado,,126679.92,False,Préstamo personal,2017-03-07,9.0
428,Carlos,Martínez,40,Buenos Aires,Desempleado,6598.89,197671.75,True,Caja de ahorro,2018-04-18,
429,Lucía,García,72,Córdoba,Empresario,176474.54,,True,Préstamo personal,2022-11-01,2.0
430,María,Romero,23,Tucumán,Empresario,152092.53,204245.06,False,Préstamo personal,2016-10-26,9.0
431,Lucía,Sánchez,41,Salta,Desempleado,115103.84,171371.21,False,Plazo fijo,2022-08-25,2.0
432,Marta,Martínez,37,Santa Fe,Estudiante,173899.7,188262.35,True,Plazo fijo,2023-02-25,3.0
433,Marta,Fernández,75,Tucumán,Empresario,111195.95,173163.41,False,Préstamo personal,2017-08-20,6.0
434,Pedro,García,54,Mendoza,Empleado,73448.15,,True,Préstamo personal,2019-06-18,2.0
435,Marta,López,37,Córdoba,Desempleado,127756.61,158609.22,True,Tarjeta de crédito,2018-10-25,5.0
436,Juan,Díaz,29,Santa Fe,Empresario,58513.72,120927.24,True,Caja de ahorro,2018-06-22,2.0
437,Ana,López,50,Mendoza,Estudiante,50217.61,152501.03,False,Caja de ahorro,2018-03-29,
438,Carlos,Gómez,45,Neuquén,Empresario,138580.36,186655.63,False,Cuenta corriente,2016-01-08,3.0
439,Lucía,Sánchez,25,Buenos Aires,,142787.94,178770.39,True,Préstamo personal,2015-10-12,5.0
440,Ana,Sánchez,18,Mendoza,Empleado,36313.09,170050.14,False,Préstamo personal,2022-01-12,
441,Diego,López,54,Santa Fe,Desempleado,38160.12,66169.87,False,Préstamo personal,2022-07-07,7.0
442,María,Rodríguez,39,Chubut,Jubilado,,141471.04,True,Préstamo personal,2017-03-17,
443,Juan,Romero,23,Santa Fe,Estudiante,64434.76,,False,Caja de ahorro,2016-10-08,8.0
444,Lucía,Martínez,78,Chubut,Jubilado,123824.44,105869.7,False,Plazo fijo,2019-05-24,9.0
445,Ana,Fernández,38,Neuquén,Jubilado,102402.49,,True,Tarjeta de crédito,2020-12-23,4.0
446,María,Sánchez,49,Buenos Aires,Estudiante,158245.31,68987.65,False,Plazo fijo,2015-04-06,4.0
447,Pedro,López,52,Chubut,Jubilado,115862.89,183465.43,True,Plazo fijo,2015-10-01,7.0
448,Juan,López,32,Chubut,Desempleado,67771.16,203169.53,False,Caja de ahorro,2023-01-04,
449,Juan,Romero,22,Mendoza,Empresario,,141606.33,False,Tarjeta de crédito,2022-12-07,
450,Pedro,Romero,77,Mendoza,Jubilado,108972.8,147026.44,True,Préstamo personal,2018-04-15,9.0
451,Carlos,Pérez,73,Buenos Aires,Desempleado,14483.59,,True,Caja de ahorro,2019-11-08,2.0
452,Pedro,Pérez,63,Mendoza,Empresario,67152.24,119453.81,False,Caja de ahorro,2017-02-22,6.0
453,Juan,Rodríguez,67,Tucumán,Empresario,63913.66,176431.06,True,Tarjeta de crédito,2018-07-24,10.0
454,Juan,Rodríguez,65,Buenos Aires,Jubilado,74578.64,113287.43,True,Cuenta corriente,2015-05-12,10.0
455,Ana,Gómez,23,Córdoba,Desempleado,,101302.32,False,Caja de ahorro,2018-10-22,8.0
456,Marta,Rodríguez,42,Chubut,Jubilado,63736.17,161839.63,True,Plazo fijo,2021-08-17,5.0
457,María,García,73,Santa Fe,Estudiante,157295.23,148932.52,False,Plazo fijo,2018-02-23,5.0
458,Pedro,Romero,63,Córdoba,,157157.42,81159.83,False,Préstamo personal,2019-12-16,8.0
459,María,Fernández,76,Chubut,Jubilado,176624.99,206612.44,True,Caja de ahorro,2020-07-23,1.0
460,Pedro,García,73,Tucumán,Empresario,,133411.32,False,Préstamo personal,2017-03-18,6.0
461,Diego,Martínez,57,Chubut,Desempleado,113560.96,170427.2,True,Caja de ahorro,2017-01-13,
462,Juan,López,46,Chubut,Empleado,158030.57,214207.33,False,Tarjeta de crédito,2015-02-20,9.0
463,Marta,Rodríguez,24,Chubut,Jubilado,26466.95,159904.18,True,Caja de ahorro,2018-03-27,6.0
464,Ana,López,57,Neuquén,Jubilado,140281.43,200931.68,True,Cuenta corriente,2015-02-25,7.0
465,Marta,Sánchez,30,Tucumán,Empresario,165117.24,115477.84,False,Plazo fijo,2017-01-13,4.0
466,Marta,Gómez,55,Salta,Desempleado,55551.98,206839.41,True,Tarjeta de crédito,2021-10-11,10.0
467,Marta,Sánchez,35,Salta,,169131.96,116965.42,True,Plazo fijo,2016-03-18,1.0
468,María,Gómez,19,Salta,Desempleado,202885.8,127154.34,True,Préstamo personal,2020-04-18,9.0
469,Pedro,Pérez,25,Buenos Aires,Jubilado,138892.33,91813.38,False,Tarjeta de crédito,2021-07-01,6.0
470,Luis,López,28,Mendoza,Estudiante,129725.22,160736.98,False,Cuenta corriente,2022-05-11,
471,Diego,Gómez,50,Tucumán,Desempleado,44011.2,,True,Plazo fijo,2019-07-20,4.0
472,Lucía,Díaz,71,Córdoba,Empleado,153460.2,180672.34,True,Caja de ahorro,2022-11-16,10.0
473,Marta,García,78,Neuquén,Empresario,48720.47,92736.55,False,Caja de ahorro,2015-03-21,6.0
474,Carlos,Gómez,55,Córdoba,Desempleado,118487.04,164999.05,False,Caja de ahorro,2021-11-26,6.0
475,María,Gómez,65,Córdoba,Desempleado,,166479.29,False,Tarjeta de crédito,2016-01-12,9.0
476,Ana,García,44,Córdoba,Empleado,-64812.65,174590.87,True,Cuenta corriente,2023-02-14,4.0
